ConceptName	QuestionName	Question	AnswerText	Correct
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which fraction goes in the blank to make the comparison sentence true.&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{6}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;&lt;<span style="text-decoration: underline;">&nbsp; &nbsp;?&nbsp; &nbsp;</span></p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{3}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{3}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{6}{2}$</span><span class="fraction non-leaf"><span class="numerator">6</span><span class="denominator">2</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	yes
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{9}{6}$</span><span class="fraction non-leaf"><span class="numerator">9</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{12}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">12</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$4$</span>4</span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{4}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$2$</span>2</span></p>	yes
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{1}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">1</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Express whole numbers as fractions having 1 in the denominator using visual models.	Q1	<p>Which of the following fractions represents 9 in the fraction form?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{9}{1}$</span><span class="fraction non-leaf"><span class="numerator">9</span><span class="denominator">1</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	yes
Express whole numbers as fractions having 1 in the denominator using visual models.	Q1	<p>Which of the following fractions represents 9 in the fraction form?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{9}{9}$</span><span class="fraction non-leaf"><span class="numerator">9</span><span class="denominator">9</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Express whole numbers as fractions having 1 in the denominator using visual models.	Q1	<p>Which of the following fractions represents 9 in the fraction form?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{1}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">1</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Express whole numbers as fractions having 1 in the denominator using visual models.	Q1	<p>Which of the following fractions represents 9 in the fraction form?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{9}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">9</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;&nbsp;</p>	
Express whole numbers as fractions having 1 in the denominator using the number line.	Q1	<p>Which pair of values are located at the same point on a number line?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{9}{3}$</span><span class="fraction non-leaf"><span class="numerator">9</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;and 6</p>	
Express whole numbers as fractions having 1 in the denominator using the number line.	Q1	<p>Which pair of values are located at the same point on a number line?</p>	<p>2 and&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	yes
Express whole numbers as fractions having 1 in the denominator using the number line.	Q1	<p>Which pair of values are located at the same point on a number line?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{4}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;and&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{1}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">1</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Express whole numbers as fractions having 1 in the denominator using the number line.	Q1	<p>Which pair of values are located at the same point on a number line?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{3}{3}$</span><span class="cursor">&zwj;</span><span class="fraction non-leaf"><span class="numerator">3</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;and&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{3}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Express whole numbers as fractions having 1 in the denominator using the number line.	Q1	<p>Which pair of values both represent the same location on a number line?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{3}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;and&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{6}{4}$</span><span class="fraction non-leaf"><span class="numerator">6</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Express whole numbers as fractions having 1 in the denominator using the number line.	Q1	<p>Which pair of values both represent the same location on a number line?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{4}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;and <span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$4$</span>4</span></p>	
